iter	Passed	Remaining
432	6602	8645
433	6619	8633
434	6637	8621
435	6652	8606
436	6668	8590
437	6681	8573
438	6696	8556
439	6709	8539
440	6722	8521
441	6736	8503
442	6753	8491
443	6767	8474
444	6779	8455
445	6797	8443
446	6815	8431
447	6833	8419
448	6848	8404
449	6864	8389
450	6892	8390
451	6906	8373
452	6919	8355
453	6931	8336
454	6944	8318
455	6958	8301
456	6974	8286
457	6986	8268
458	7000	8251
459	7015	8235
460	7036	8227
461	7052	8212
462	7067	8196
463	7082	8180
464	7098	8167
465	7113	8151
466	7127	8134
467	7140	8116
468	7153	8098
469	7167	8082
470	7180	8064
471	7194	8047
472	7208	8030
473	7221	8013
474	7234	7996
475	7251	7983
476	7267	7968
477	7280	7950
478	7294	7934
479	7312	7921
480	7361	7942
481	7388	7940
482	7405	7927
483	7422	7912
484	7436	7896
485	7472	7903
486	7492	7892
487	7512	7881
488	7543	7882
489	7563	7872
490	7574	7852
491	7589	7836
492	7605	7821
493	7619	7804
494	7633	7787
495	7647	7770
496	7661	7753
497	7704	7765
498	7718	7749
499	7733	7733
500	7748	7717
501	7778	7716
502	7791	7698
503	7805	7681
504	7819	7664
505	7832	7646
506	7848	7631
507	7862	7614
508	7876	7597
509	7892	7582
510	7909	7568
511	7922	7551
512	7949	7546
513	7962	7529
514	7975	7510
515	7987	7492
516	7999	7473
517	8011	7454
518	8025	7437
519	8038	7420
520	8067	7417
521	8079	7398
522	8093	7381
523	8106	7363
524	8122	7349
525	8136	7331
526	8150	7315
527	8164	7298
528	8176	7280
529	8191	7263
530	8206	7248
531	8239	7248
532	8261	7238
533	8275	7222
534	8291	7206
535	8307	7191
536	8330	7182
537	8349	7169
538	8367	7157
539	8385	7142
540	8401	7128
541	8420	7115
542	8436	7100
543	8456	7088
544	8471	7072
545	8488	7058
546	8503	7042
547	8518	7026
548	8533	7009
549	8549	6995
550	8567	6981
551	8589	6971
552	8611	6960
553	8627	6945
554	8644	6930
555	8662	6917
556	8679	6902
557	8698	6889
558	8715	6875
559	8733	6861
560	8749	6846
561	8766	6831
562	8785	6819
563	8809	6810
564	8829	6797
565	8842	6780
566	8865	6770
567	8882	6755
568	8910	6749
569	8944	6747
570	8962	6733
571	8984	6722
572	9004	6709
573	9024	6697
574	9040	6682
575	9058	6667
576	9080	6656
577	9098	6642
578	9114	6627
579	9157	6631
580	9175	6616
581	9216	6619
582	9260	6623
583	9278	6609
584	9306	6602
585	9327	6589
586	9345	6575
587	9367	6563
588	9403	6561
589	9435	6557
590	9460	6547
591	9501	6548
592	9517	6532
593	9540	6521
594	9570	6514
595	9598	6506
596	9631	6501
597	9657	6492
598	9687	6485
599	9714	6476
600	9735	6463
601	9765	6456
602	9788	6444
603	9807	6430
604	9836	6421
605	9854	6407
606	9930	6429
607	9962	6422
608	9982	6408
609	10010	6400
610	10036	6389
611	10089	6396
612	10109	6382
613	10139	6374
614	10163	6362
615	10237	6381
616	10263	6371
617	10286	6358
618	10319	6352
619	10336	6335
620	10358	6322
621	10383	6310
622	10405	6297
623	10422	6280
624	10439	6263
625	10455	6246
626	10474	6231
627	10492	6215
628	10511	6199
629	10532	6185
630	10565	6178
631	10590	6166
632	10615	6154
633	10636	6140
634	10662	6128
635	10686	6116
636	10712	6104
637	10732	6089
638	10751	6074
639	10772	6059
640	10806	6052
641	10829	6038
642	10864	6032
643	10883	6016
644	10906	6002
645	10923	5985
646	10939	5968
647	10959	5953
648	10995	5946
649	11020	5934
650	11036	5916
651	11052	5899
652	11074	5885
653	11099	5872
654	11112	5853
655	11131	5837
656	11154	5823
657	11172	5807
658	11188	5789
659	11202	5771
660	11221	5755
661	11239	5738
662	11268	5727
663	11285	5710
664	11299	5692
665	11312	5673
666	11349	5666
667	11362	5647
668	11375	5628
669	11389	5609
670	11407	5593
671	11422	5575
672	11437	5557
673	11450	5538
674	11462	5518
675	11476	5500
676	11490	5482
677	11504	5463
678	11517	5444
679	11529	5425
680	11544	5407
681	11557	5389
682	11571	5370
683	11584	5351
684	11598	5333
685	11613	5315
686	11629	5298
687	11644	5280
688	11658	5262
689	11681	5248
690	11694	5229
691	11707	5210
692	11718	5191
693	11731	5172
694	11741	5152
695	11753	5133
696	11763	5113
697	11774	5094
698	11786	5075
699	11796	5055
700	11807	5036
701	11818	5017
702	11829	4997
703	11842	4979
704	11852	4959
705	11862	4940
706	11874	4921
707	11885	4901
708	11907	4887
709	11921	4869
710	11933	4850
711	11943	4831
712	11956	4812
713	11966	4793
714	11979	4774
715	11989	4755
716	12002	4737
717	12013	4718
718	12025	4699
719	12037	4681
720	12060	4667
721	12077	4650
722	12091	4632
723	12104	4614
724	12116	4595
725	12129	4577
726	12141	4559
727	12153	4540
728	12165	4522
729	12177	4504
730	12189	4485
731	12202	4467
732	12214	4449
733	12238	4435
734	12252	4417
735	12266	4399
736	12278	4381
737	12291	4363
738	12303	4345
739	12315	4327
740	12327	4308
741	12341	4291
742	12354	4273
743	12368	4255
744	12379	4237
745	12391	4219
746	12403	4201
747	12415	4182
748	12426	4164
749	12439	4146
750	12454	4129
751	12469	4112
752	12496	4098
753	12516	4083
754	12528	4065
755	12547	4049
756	12577	4037
757	12589	4019
758	12600	4000
759	12611	3982
760	12622	3964
761	12633	3945
762	12645	3927
763	12669	3913
764	12683	3896
765	12698	3879
766	12710	3861
767	12721	3843
768	12733	3825
769	12745	3807
770	12756	3788
771	12767	3770
772	12780	3753
773	12791	3735
774	12803	3717
775	12813	3698
776	12825	3680
777	12836	3662
778	12847	3644
779	12858	3626
780	12868	3608
781	12881	3590
782	12893	3573
783	12905	3555
784	12915	3537
785	12926	3519
786	12938	3501
787	12948	3483
788	12958	3465
789	12970	3447
790	12980	3429
791	12991	3411
792	13001	3393
793	13011	3375
794	13023	3358
795	13034	3340
796	13044	3322
797	13054	3304
798	13064	3286
799	13075	3268
800	13086	3251
801	13097	3233
802	13109	3216
803	13119	3198
804	13131	3180
805	13141	3163
806	13151	3145
807	13162	3127
808	13173	3110
809	13185	3092
810	13195	3075
811	13205	3057
812	13215	3039
813	13226	3022
814	13237	3004
815	13247	2987
816	13258	2969
817	13268	2952
818	13280	2935
819	13295	2918
820	13311	2902
821	13326	2885
822	13341	2869
823	13352	2852
824	13366	2835
825	13378	2818
826	13390	2801
827	13401	2783
828	13410	2766
829	13423	2749
830	13433	2731
831	13445	2714
832	13455	2697
833	13466	2680
834	13477	2663
835	13488	2646
836	13500	2629
837	13512	2612
838	13526	2595
839	13537	2578
840	13548	2561
841	13560	2544
842	13571	2527
843	13582	2510
844	13593	2493
845	13604	2476
846	13615	2459
847	13627	2442
848	13641	2426
849	13652	2409
850	13663	2392
851	13675	2375
852	13686	2358
853	13703	2342
854	13715	2325
855	13726	2309
856	13737	2292
857	13753	2276
858	13765	2259
859	13776	2242
860	13787	2225
861	13797	2208
862	13808	2192
863	13819	2175
864	13831	2158
865	13844	2142
866	13856	2125
867	13867	2108
868	13879	2092
869	13892	2075
870	13906	2059
871	13921	2043
872	13931	2026
873	13942	2009
874	13954	1993
875	13964	1976
876	13976	1960
877	13986	1943
878	13997	1926
879	14008	1910
880	14018	1893
881	14029	1876
882	14040	1860
883	14050	1843
884	14061	1827
885	14072	1810
886	14083	1794
887	14093	1777
888	14107	1761
889	14120	1745
890	14133	1729
891	14146	1712
892	14157	1696
893	14169	1680
894	14180	1663
895	14191	1647
896	14203	1630
897	14217	1614
898	14229	1598
899	14242	1582
900	14253	1566
901	14267	1550
902	14278	1533
903	14289	1517
904	14299	1501
905	14309	1484
906	14321	1468
907	14333	1452
908	14345	1436
909	14356	1419
910	14366	1403
911	14377	1387
912	14387	1370
913	14397	1354
914	14408	1338
915	14420	1322
916	14432	1306
917	14442	1290
918	14453	1273
919	14463	1257
920	14475	1241
921	14485	1225
922	14496	1209
923	14508	1193
924	14518	1177
925	14531	1161
926	14559	1146
927	14575	1130
928	14586	1114
929	14598	1098
930	14611	1082
931	14627	1067
932	14642	1051
933	14656	1035
934	14682	1020
935	14696	1004
936	14708	988
937	14721	973
938	14739	957
939	14751	941
940	14763	925
941	14773	909
942	14785	893
943	14795	877
944	14806	861
945	14834	846
946	14847	830
947	14859	815
948	14870	799
949	14883	783
950	14894	767
951	14905	751
952	14918	735
953	14933	720
954	14945	704
955	14957	688
956	14984	673
957	14998	657
958	15012	641
959	15025	626
960	15039	610
961	15051	594
962	15062	578
963	15074	562
964	15086	547
965	15100	531
966	15113	515
967	15130	500
968	15145	484
969	15160	468
970	15176	453
971	15190	437
972	15202	421
973	15214	406
974	15223	390
975	15234	374
976	15244	358
977	15256	343
978	15265	327
979	15275	311
980	15286	296
981	15296	280
982	15306	264
983	15316	249
984	15326	233
985	15336	217
986	15350	202
987	15361	186
988	15373	170
989	15384	155
990	15395	139
991	15438	124
992	15450	108
993	15464	93
994	15475	77
995	15486	62
996	15497	46
997	15509	31
998	15520	15
999	15530	0
